qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,VFD,ABB 2.0HP NEMA 1 460V (3PH) STO R1,ACS355-03U-04A1-4,GLA,3500135,$353.89,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 3.0HP NEMA 1 460V (3PH) STO R1,ACS355-03U-05A6-4,GLA,2766218,$428.72,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 5.0HP NEMA 1 460V (3PH) STO R1,ACS355-03U-08A8-4,GLA,2836150,$508.45,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 7.5HP NEMA 1 460V (3PH) STO R3,ACS355-03U-12A5-4,GLA,2808415,$624.99,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 10.0HP NEMA 1 460V (3PH) STO R3,ACS355-03U-15A6-4,GLA,2807802,$771.57,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 15.0HP NEMA 1 460V (3PH) STO R3,ACS355-03U-23A1-4,GLA,2794285,$986.24,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 20.0HP NEMA 1 460V (3PH) STO R4,ACS355-03U-31A0-4,GLA,2913138,"$1,203.36",ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 25.0HP HVY Duty 30.0HP LT Duty NEMA 1 460V (3PH) STO R4,ACS355-03U-44A0-4,GLA,2950969,"$1,739.41",ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,Basic Keypad ABB ACS,ACS-CP-C,GLA,2360624,$46.00,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,VFD,Advanced Keypad ABB ACS,ACS-CP-A,GLA,2319122,$100.88,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB NEMA4X Remote Mount Kit,ACS/H-CP-EXT-IP66,GLA,2718177,$38.64,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB Modbus TCP Module Ethernet - Dual Port,FENA-21-KIT,GLA,3793673,$203.32,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB Modbus TCP Module Ethernet - Single Port,FENA-01-KIT,GLA,2639151,$134.52,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB Fieldbus Module RS485,FMBA-01-KIT,GLA,2740406,$87.09,ea.,,,,MOTOR CONTROL,,,1/22/2024,
,DR,KDR Drive Reactor 480V 1HP,KDRMA5H1,KDL,4062852,$66.60,ea.,480 VAC,,,MOTOR CONTROL,,,10/1/2023,
,VFD,EATON DS7 Series Soft Start,~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,,
,VFD,"Eaton DS7 Soft Starter,480V 50HP/70A Max, 24V AC/DC Control",DS7-340SX070N0-N,GLA,3659492,"$1,721.04",ea.,480 VAC,,70.0A,MOTOR CONTROL,,,4/22/2025,
,VFD,EATON DM1 VFD Series,~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,,
,VFD,DM1 3P 575V FR3 7.5KW 10HP NON EMI US,DM1-35013NB-S20S,GLA,4773490,$925.17,ea.,575 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 575V FR2 3HP  w/EMC,DM1-354D5EB-S20S,GLA,5009979,$494.28,ea.,575 VAC,3,,MOTOR CONTROL,,,4/23/2025,
,VFD,DM1 PRO 3PH 575V FR2 3HP  NOEMC,DM1-354D5NB-S20S,GLA,4444553,$471.00,ea.,575 VAC,3,,MOTOR CONTROL,,,4/23/2025,
,VFD,DM1 PRO 3PH 480V FR1 0.5HP 1.5A CT NOEMC,DM1-341D5NB-S20S,GLA,4350114,$206.32,ea.,480 VAC,3,1.5A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR1 1HP 2.2A CT NOEMC,DM1-342D2NB-S20S,GLA,4318387,$272.90,ea.,480 VAC,3,2.2A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR1 2HP 4.3A CT NOEMC,DM1-344D3NB-S20S,GLA,4220024,$323.27,ea.,480 VAC,3,4.3A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR1 3HP 5.6A CT NOEMC,DM1-345D6NB-S20S,GLA,4220025,$383.25,ea.,480 VAC,3,5.6A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 5HP 7.6A CT NOEMC,DM1-347D6NB-S20S,GLA,4220026,$455.82,ea.,480 VAC,3,7.6A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 7.5HP 12A CT NOEMC,DM1-34012NB-S20S,GLA,4390048,$643.55,ea.,480 VAC,3,12.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 10HP 16A CT NOEMC,DM1-34016NB-S20S,GLA,4390049,$832.47,ea.,480 VAC,3,16.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR3 15HP 23A CT NOEMC,DM1-34023NB-S20S,GLA,4342381,$904.55,ea.,480 VAC,3,23.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR4 20HP 31A CT NOEMC,DM1-34031NB-S20S,GLA,4390050,"$1,042.49",ea.,480 VAC,3,31.0A,MOTOR CONTROL,,,1/22/2024,
,VFD,DM1 PRO 3PH 480V FR4 25HP 38A CT NOEMC,DM1-34038NB-S20S,GLA,4390051,"$1,487.42",ea.,480 VAC,3,38.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,"DG1 3PH 480V FR3 30HP 46A CT REQUIRES 12"" DEEP ENCLOSURE!",DG1-34046FB-C21C,GLA,4167003,"$2,605.18",ea.,480 VAC,3,46.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,"DG1 3PH 480V FR4 40HP 61A CT, No Brake Chopper Ckt Installed",DG1-34061FN-C21C,GLA,3612335,"$2,728.85",ea.,480 VAC,3,61.0A,MOTOR CONTROL,,,4/23/2025,
,VFD,"DG1 3PH 480V FR4 50HP 72A CT, No Brake Chopper Ckt Installed",DG1-34072FN-C21C,GLA,4124642,"$2,968.96",ea.,480 VAC,3,72.0A,MOTOR CONTROL,,,,
,VFD,DG1 3PH 480V FR4 60HP 87A CT,DG1-34087FN-C21C,GLA,3612363,"$3,799.11",ea.,480 VAC,3,87.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 1PH 230V FR1 0.5HP w/EMC,DM1-123D0EB-S20S,GLA,4683325,$333.78,ea.,230 VAC,1,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR1 1HP w/EMC,DM1-324D8EB-S20S,GLA,4575391,$368.78,ea.,230 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR2 3HP w/EMC,DM1-23011EB-S20S,GLA,4390652,$540.55,ea.,230 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR2 5HP w/EMC,DM1-32017EB-S20S,GLA,4557115,$776.64,ea.,230 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR2 7.5HP w/EMC,DM1-32025EB-S20S,GLA,4575393,$990.75,ea.,230 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR4 10HP w/EMC,DM1-32032EB-S20S,GLA,4575394,"$1,019.95",ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,DM1 PRO 3PH 480V FR1 1HP w/EMC,DM1-342D2EB-S20S,GLA,4390593,$299.88,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR1 2HP w/EMC,DM1-344D3EB-S20S,GLA,4390650,$355.66,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR1 3HP w/EMC,DM1-345D6EB-S20S,GLA,4436643,$402.45,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 5HP w/EMC,DM1-347D6EB-S20S,GLA,4390651,$501.41,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 7.5HP w/EMC,DM1-34012EB-S20S,GLA,4575474,$707.72,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR2 10HP w/EMC,DM1-34016EB-S20S,GLA,4436640,$832.47,ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR3 15HP w/EMC,DM1-34023EB-S20S,GLA,4312237,"$1,094.57",ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 480V FR4 25HP w/EMC,DM1-34038EB-S20S,GLA,4394566,"$1,636.16",ea.,480 VAC,3,,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 1PH 230V FR1 0.25HP 1.6A CT NOEMC,DM1-121D6NB-S20S,GLA,4683324,$230.96,ea.,230 VAC,1,1.6A,MOTOR CONTROL,,,1/22/2024,
,VFD,DM1 PRO 3PH 230V FR1 0.25HP 1.6A CT NOEMC,DM1-321D6NB-S20S,GLA,4524128,$224.04,ea.,230 VAC,3,1.6A,MOTOR CONTROL,,,1/22/2024,
,VFD,DM1 PRO 3PH 230V FR1 0.5HP 3.0A CT NOEMC,DM1-323D0NB-S20S,GLA,4524131,$294.70,ea.,230 VAC,3,3.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR1 1HP 4.8A CT NOEMC,DM1-324D8NB-S20S,GLA,4524132,$335.41,ea.,230 VAC,3,4.8A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR1 2HP 7.8A CT NOEMC,DM1-327D8NB-S20S,GLA,4524133,$431.47,ea.,230 VAC,3,7.8A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR2 3HP 11A CT NOEMC,DM1-32011NB-S20S,GLA,4438048,$491.71,ea.,230 VAC,3,11.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR2 5HP 17A CT NOEMC,DM1-32017NB-S20S,GLA,4391398,$705.81,ea.,230 VAC,3,17.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR3 7.5HP 25A CT NOEMC,DM1-32025NB-S20S,GLA,4524139,$764.79,ea.,230 VAC,3,25.0A,MOTOR CONTROL,,,1/22/2024,
,VFD,DM1 PRO 3PH 230V FR4 10HP 32A CT NOEMC,DM1-32032NB-S20S,GLA,4486043,"$1,091.70",ea.,230 VAC,3,32.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,DM1 PRO 3PH 230V FR4 15HP 48A CT NOEMC,DM1-32048NB-S20S,GLA,4489048,"$1,443.39",ea.,230 VAC,3,48.0A,MOTOR CONTROL,,,5/21/2025,
,VFD,NEMA 12 EATON C-H DG1 STANDARD KEYPAD,DXG-KEY-LCD,GLA,3612378,$69.69,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,VFD,NEMA 12 EATON CH DG1 REMOTE KEYPAD KIT (3.0M CABLE),DXG-KEY-RMTKIT,GLA,3884208,$49.57,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,VFD,Allen Bradley PowerFlex VFDs,~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 0.5HP, IP2",25B-B2P5N104,KDL,2963502,$272.17,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 1HP, IP20",25B-B5P0N104,KDL,2963505,$302.64,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 2HP, IP20",25B-B8P0N104,KDL,2963506,$389.05,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 3HP, IP20",25B-B011N104,KDL,2963507,$425.79,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 5HP, IP20",25B-B017N104,KDL,2963508,$525.98,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 7.5HP, IP20",25B-B024N104,KDL,2963561,$780.61,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 10HP, IP20",25B-B032N104,KDL,2963563,$901.67,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,"AB PF 525, 240V, 3PH, 15HP, IP20",25B-B048N104,KDL,2963565,"$1,131.26",ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 525 480V 3PH 0.5HP IP20,25B-D1P4N104,KDL,2963568,$761.35,ea.,480 VAC,3,,MOTOR CONTROL,,,6/13/2025,
,VFD,AB PF 525 480V 3PH 1HP IP20,25B-D2P3N104,KDL,2962861,$869.16,ea.,480 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 525 480V 3PH 2HP IP20,25B-D4P0N104,KDL,2962805,"$1,101.05",ea.,480 VAC,3,,MOTOR CONTROL,,,2/19/2025,
,VFD,AB PF 525 480V 3PH 3HP IP20,25B-D6P0N104,KDL,2963555,$459.18,ea.,480 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 525 480V 3PH 5HP IP20,25B-D010N104,KDL,2962806,"$1,443.19",ea.,480 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 7.5HP Power Flex 525 480V (3P) IP20,25B-D013N104,KDL,,"$1,075.00",ea.,480 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 10.0HP Power Flex 525 480V (3P) IP20,25B-D017N104,KDL,,"$1,330.00",ea.,480 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 2.0HP Power Flex 523 240V 3PH IP20,25A-B8P0N104,KDL,,$237.07,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,AB PF 3.0HP Power Flex 523 240V 3PH IP20,25A-B011N104,KDL,,$295.46,ea.,240 VAC,3,,MOTOR CONTROL,,,10/1/2023,
,VFD,ATV320 COMPACT DRIVE IP20 -1.0HP-200/240V 1C,ATV320U07M2C,GRY,25842379,$323.64,ea.,240 VAC,,,MOTOR CONTROL,,,,
,VFD,ATV320 COMPACT DRIVE IP20 -1.5HP-200/240V 2C,ATV320U11M2C,GRY,25843127,$351.55,ea.,240 VAC,,,MOTOR CONTROL,,,,
,VFD,ATV320 COMPACT DRIVE IP20 -2.0HP-200/240V 2C,ATV320U15M2C,GRY,25843128,$323.64,ea.,240 VAC,,,MOTOR CONTROL,,,6/6/2023,
,VFD,ATV320 COMPACT DRIVE IP20 -0.5HP-200/240V 1C,ATV320U04M3C,GRY,25852214,$211.66,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,ATV320 COMPACT DRIVE IP20 -1.0HP-200/240V 1C,ATV320U07M3C,GRY,25852216,$301.48,ea.,240 VAC,,,MOTOR CONTROL,,,,
,VFD,ATV320 COMPACT DRIVE IP20 -1.5HP-200/240V 2C,ATV320U11M3C,GRY,25852217,$267.71,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,ATV320 COMPACT DRIVE IP20 -2HP-200/240V 2C,ATV320U15M3C,GRY,25852218,$388.87,ea.,240 VAC,,,MOTOR CONTROL,,,5/2/2023,
,VFD,ATV320 COMPACT DRIVE IP20 -3HP-200/240V 2C,ATV320U22M3C,GRY,25852219,$352.53,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,ATV320 COMPACT DRIVE IP20 -5HP-200/240V 3C,ATV320U40M3C,GRY,25852032,$479.38,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,ATV320 COMPACT DRIVE IP20 -7.5HP-200/240V 4C,ATV320U55M3C,GRY,25852221,$620.24,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,ATV320 COMPACT DRIVE IP20 -10HP-200/240V 4C,ATV320U75M3C,GRY,25852222,$747.09,ea.,240 VAC,,,MOTOR CONTROL,,,,
,VFD,ATV320 COMPACT DRIVE IP20 -15HP-200/240V 5C,ATV320D11M3C,GRY,25852223,$986.78,ea.,240 VAC,,,MOTOR CONTROL,,,5/24/2022,
,VFD,0.5HP 380...500V 3 PHASE COMPACT VFD 2C,ATV320U04N4C,GRY,25843130,$267.71,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,1.5HP 380...500 V 3 PHASE COMPACT VFD 2C,ATV320U11N4C,GRY,25843133,$331.14,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,2HP 380...500V 3 PHASE COMPACT VFD 2C,ATV320U15N4C,GRY,25843134,$366.54,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,3HP 380...500V 3 PHASE COMPACT VFD 3C,ATV320U22N4C,GRY,25843135,$423.33,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,5HP 380...500V 3 PHASE COMPACT VFD 3C,ATV320U40N4C,GRY,25843137,$507.40,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,7.5HP 380...500V 3 PHASE COMPACT VFD 4C,ATV320U55N4C,GRY,26364556,$634.25,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,7.5HP 380...500V 3 PHASE BOOK CNT VFD 4B,ATV320U55N4B,GRY,25843118,$634.25,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,10HP 380...500V 3 PHASE COMPACT VFD 4C,ATV320U75N4C,GRY,26374958,$667.12,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,10HP 380...500V 3 PHASE BOOK CNT VFD 4B,ATV320U75N4B,GRY,25843119,$667.12,ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,15HP 380...500V 3 PHASE COMPACT VFD 5C,ATV320D11N4C,GRY,26374959,"$1,022.18",ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,15HP 380...500V 3 PHASE BOOK CNT VFD 5B,ATV320D11N4B,GRY,25843120,"$1,022.18",ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,20HP 380...500V 3 PHASE COMPACT VFD 5C,ATV320D15N4C,GRY,26374960,"$1,269.24",ea.,500 VAC,3,,MOTOR CONTROL,,,,
,VFD,20HP 380...500V 3 PHASE BOOK CNT VFD 5B,ATV320D15N4B,GRY,25843121,"$1,269.24",ea.,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,30HP 380...500V 3 PHASE ADVANCED VFD,ATV340D18N4E,GRY,26052390,"$2,197.56",ea.,500 VAC,3,,MOTOR CONTROL,,,,
,VFD,30HP 380...500V 3 PHASE ADVANCED VFD MODULAR,ATV340D18N4,GRY,26065569,"$2,051.06",ea,500 VAC,3,,MOTOR CONTROL,,,5/24/2022,
,VFD,LEGACY LCD GRAPHIC KEYPAD IP54RATING ATV71,VW3A1101,GRY,25045248,$74.75,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,REMOTE MOUNTING KIT FOR LEGACY LCD KEYPAD,VW3A1102,GRY,25052105,$35.75,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,CLEAR DOOR USED W/REMOTE MOUNTKIT FOR IP65 RATING,VW3A1103,GRY,25084993,$29.25,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,Remote Graphic Terminal Display,VW3A1111,GRY,25703829,$117.03,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,Remote Mounting Kit,VW3A1112,GRY,25701605,$53.50,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,Communication Adaptor,VW3A3600,GRY,25856444,$22.13,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,Modbus TCP/Ethernet/IP Comm Module,VW3A3616,GRY,25295681,$179.69,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,VFD,CANopen Daisy Chain Comm Module,VW3A3608,GRY,25395503,$93.65,ea.,,,,MOTOR CONTROL,,,5/24/2022,
,POT,Potentiometer 5k OHM,800FP-POT5,KDL,2242879,$53.90,ea.,,,,CONTROL,,,10/1/2023,
,LOTO,30A Eaton LOTO Disconnect Switch 3PH 600V,AHDS30,KDL,3474595,$124.11,ea.,600 VAC,3,30.0A,CONTROL,,,10/1/2023,
,LOTO,40A ABB LOTO Disconnect Switch 3PH 600V,EOT32U3P4-P1,GLA,2621512,$171.71,ea.,600 VAC,3,40.0A,CONTROL,,,1/22/2024,
,SCR,"AB Safety Control Relay DPDT, 24VDC Coil, 8A Max",700-HPS2Z24,KDL,2952161,$22.43,ea.,24 VAC,,8.0A,SAFETY,,,2/19/2025,
,SCR,AB Relay Socket for DPDT,700-HN123,KDL,5450,$9.71,ea.,,,,SAFETY,,,2/19/2025,
,SCR,"AB Safety Control Relay DPDT, 120VAC Coil, 8A Max, 240V",700-HP32A1,KDL,5482,$9.35,ea.,120 VAC,,8.0A,SAFETY,,,2/19/2025,
,SCR,"Phoenix Safety Control Relay DPDT, 120VAC Coil, 3.5A Max""",PSR-SCF-120UC/URM/2X21,GRY,2981376,$24.03,ea,120 VAC,,3.5A,SAFETY,,,8/6/2021,
,SCR,"Phoenix Safety Control Relay DPDT, 24VAC/DC Coil, 3.5A Max""",PSR-SCF-24UC/URM/2X21,GRY,2981363,$29.03,ea,24 VAC,,3.5A,SAFETY,,,5/29/2025,
,SR,AB MSR127RP Safety RLY 24VAC/DC 3NO/1NC,440R-N23135,KDL,4338,$202.93,ea.,24 VAC,,,SAFETY,,,2/19/2025,
,SR,AB MSR132EDP Monitoring Safety Relay Expansion 4N.O. 1N.C.,440R-E23191,KDL,2117511,$126.00,ea.,,,,SAFETY,,,10/1/2023,
,ISB,AB Zener Barrier 2-Channel,937ZH-DPBN-2,KDL,3454096,$316.12,ea.,,,,PLC/COM,,,2/19/2025,
,ISB,P&F Repeater Dual Channel,KFD0-CS-EX2.5P,GRY,2425386,$477.71,ea.,,,,PLC/COM,,,2/6/2024,
,SR,Square D Safety RLY 24VAC/DC 3NO,XPSUAF13AP,GRY,26406219,$117.25,ea.,24 VAC,,,SAFETY,,,10/19/2021,
,ES,"AB 800F Red Mushroom Plastic 40mm, w/ 3N.C.",800FP-MT44PX03,KDL,2384245,$31.17,ea.,,,,SAFETY,,,2/19/2025,
,ES,"AB 800F Red Mushroom Plastic 40mm, w/ 1N.C.",800FP-MT44PX01,KDL,2582194,$22.00,ea.,,,,SAFETY,,,2/19/2025,
,ES,"AB 800F E-Stop Legend Plate, Yellow",800F-15YSE112,KDL,2405867,$1.67,ea.,,,,SAFETY,,,2/19/2025,
,ES,"ABB E-Stop Legend Plate Yellow, Aluminum",SK615546-2,GLA,2302925,$6.53,ea.,,,,SAFETY,,,1/22/2024,
,M12,"M12 Straight Connector, Male Thread",BS8141-0,GLA,59592,$7.72,ea.,,,,,,,1/22/2024,
,M12,"M12 Straight Connector, Female Thread",B8141-0,GLA,59607,$7.72,ea.,,,,,,,1/22/2024,
,M12,"M12 Male Cordset,, Male - Flying Lead, 20m",EVC177,IFM,EVC177,$17.40,ea.,,,,,,,12/19/2024,
,M12,"M12 Connector, Female Thread, Straight Angle",EVC810,IFM,EVC810,$9.75,ea.,,,,,,,12/19/2024,
,M12,"M12 Connector, Female Thread, Right Angle",EVC811,IFM,EVC811,$9.75,ea.,,,,,,,12/19/2024,
,M12,"M12 Straight Connector, Male Thread, 5 PIN",EVC816,IFM,EVC816,$16.80,ea.,,,,,,,12/19/2024,
,M12,"M12 Straight Connector, Male Thread",EVC812,IFM,EVC812,$9.75,ea.,,,,,,,12/19/2024,
,M12,,EVC002,IFM,EVC002,$14.80,ea.,,,,,,,12/19/2024,
,M12,M12 Female Cordset,EVC003,IFM,EVC003,$10.80,ea.,,,,,,,12/19/2024,
,M12,,EVC006,IFM,EVC006,$10.80,ea.,,,,,,,12/19/2024,
,M12,,EVC077,IFM,EVC077,$10.80,ea.,,,,,,,12/19/2024,
,M12,,EVC30A,IFM,EVC30A,$94.00,ea.,,,,,,,12/19/2024,
,M12,,EVF002,IFM,EVF002,$27.20,ea.,,,,,,,12/19/2024,
,M12,,EVF483,IFM,EVF483,$20.80,ea.,,,,,,,12/19/2024,
,M12,,EVF530,IFM,EVF530,$27.20,ea.,,,,,,,12/19/2024,
,M12,"M12, Connection Cable, ETHERNET, Male to Male Straight, 2m",EVF531,IFM,EVF531,$32.00,ea.,,,,,,,12/19/2024,
,M12,"M12, Connection Cable, ETHERNET, Male to Male. Straight, 20m",EVF534,IFM,EVF534,$61.40,ea.,,,,,,,12/19/2024,
,M12,,EVF552,IFM,EVF552,$46.00,ea.,,,,,,,12/19/2024,
,M12,,EVF554,IFM,EVF554,$59.80,ea.,,,,,,,12/19/2024,
,M12,"M12 Connector, Female Thread, Right Angle, Sanitary",EVF566,IFM,EVF566,$14.75,ea.,,,,,,,12/19/2024,
,M12,,EVT002,IFM,EVT002,$24.00,ea.,,,,,,,12/19/2024,
,M12,,EVT005,IFM,EVT005,$10.50,ea.,,,,,,,12/19/2024,
,M12,,EVT006,IFM,EVT006,$22.90,ea.,,,,,,,12/19/2024,
,M12,,EVT013,IFM,EVT013,$9.30,ea.,,,,,,,12/19/2024,
,M12,"M12 Female Cordset, Right Angle, 10m",EVT014,IFM,EVT014,$12.60,ea.,,,,,,,12/16/2024,
,M12,,EVT092,IFM,EVT092,$27.20,ea.,,,,,,,12/19/2024,
,M12,"M12, Connection Cable, Male to Female, Straight, 1.5m",EVT288,IFM,EVT288,$32.40,ea.,,,,,,,12/19/2024,
,M12,,EVT496,IFM,EVT496,$23.20,ea.,,,,,,,12/19/2024,
,TRS,,TP3232,IFM,TP3232,$64.75,ea.,,,,,,,12/19/2024,
,TRS,"PT100 Evaluation Unit, for 4-20mA Transmitter, 0-300f, M12 Connection",TP3233,IFM,TP3233,$64.75,ea.,,,,,,,12/19/2024,
,M12,"TURK 5-Pin Male, 1/4NPT Thread, .5 Meter, 18AWG Leads",FS4.5-0.5/18.25/S621,GLA,2894683,$14.28,ea.,,,18.0A,,,,1/22/2024,
,CONN,MENCOM8 Pol Mal Recp 1',MIN-8MR2-1-18,GLA,2156125,$26.32,ea.,,,,,,,1/22/2024,
,CONN,MENCOM 8 Pol Fem Recp 1',MIN-8FR2-1-18,GLA,2143080,$29.71,ea.,,,,,,,1/22/2024,
,CONN,MENCOM 8 PL M-F EXT 20' 18AWG 300V,MIN-8MFPX-20,GLA,3480023,$121.59,ea.,300 VAC,,18.0A,,,,1/22/2024,
,CONN,MENCOM 4 POL 14AWG MAL RECP 1',MINH-4MR-1,GLA,2268986,$17.14,ea.,,,14.0A,,,,1/22/2024,
