qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,PLC,"FT2J-7U22SAF-B  7"" PLC+HMI 22IO Trans. Source",FT2J-7U22SAF-B,GLA,4856316,$656.25,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,FC6A-PJ2A  2pt 0-10V 4-20mA Analog inpu,,GLA,,$90.00,ea.,10 VAC,,6.0A,PLC/COM,,,3/28/2024,
,PLC,"Modicon 4pt Analog Output Module, 0-10V/4-20mA 12-Bit",TM3AQ4,GRY,25666532,$160.00,ea.,10 VAC,,,PLC/COM,,,3/22/2022,
,PLC,"Modicon 8pt Transistor Output Module, Source",TM3DQ8T,GRY,,,,,,,PLC/COM,,,,
,PLC,IDEC 8pt 24VDC Sink/Source Digital Input,FC6A-N08B1,GLA,3584298,$63.16,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 16pt 24VDC Sink/Source Digital Input,FC6A-N16B1,GLA,3584300,$110.53,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 8pt Relay Output,FC6A-R081,GLA,3651575,$82.11,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 16pt Relay Output,FC6A-R161,GLA,3615677,$107.11,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 8pt Transistor Output,FC6A-T08P1,GLA,3676286,$128.09,ea.,,,,PLC/COM,,,1/22/2024,
,PLC,IDEC 16pt Transistor Output,FC6A-T16P1,GLA,3724618,$152.63,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,"IDEC Expansion Module, Push in terminals (Needed for > 7 Modules C24 & C40 & D16, > 4 Modules C16)",FC6A-EXM24,GLA,4642438,$157.89,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,"IDEC Expansion Module (Needed for > 7 Modules C24 & C40 & D16, > 4 Modules C16)",FC6A-EXM2,GLA,3724619,$157.89,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,RS485 Comm Expansion (1D),FC6A-PC3,GLA,3601541,$45.29,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 2pt 0-10V / 4-20mA Analog Input 12 Bit,FC6A-PJ2A,GLA,3552278,$94.74,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 2pt Thermocouple / RTD Analog Input 12 Bit,FC6A-PJ2CP,GLA,3599298,$89.47,ea.,,,,PLC/COM,,,9/11/2024,
,HMI,"IDEC 4.3"" 65K Color HMI 12-24VDC",HG1G-4VT22TF-B,GLA,3623203,$189.47,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,"IDEC 4.3"" 65K Color HMI 12-24VDC",HG1G-4VT22TF-S,GLA,3623204,$210.53,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 5.7 65K Color 640X480 Resolution 24VDC,HG2G-V5FT22TF-B,GLA,3970344,$600.00,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,"IDEC 5.7"" 65K Color 24VDC (Black Bezel)",HG2G-5FT22TF-B,GLA,3434843,$747.37,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 8.4 65K Color 1024X768 Resolution 24VDC,HG3G-V8XT22MF-B,GLA,3970345,$863.16,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,"IDEC 8.4"" 65K Color 24VDC (Black Bezel)",HG3G-8JT22MF-B,GLA,3271141,"$1,000.00",ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 12.1 65K Color 1024X768 Resolution 24VDC,HG4G-VCXT22MF-B,GLA,3970347,"$1,142.11",ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 12.1 65K Color (Black Bezel),HG4G-CJT22MF-B,GLA,3463875,"$1,189.47",ea.,,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 15.0 65K Color 1024X768 Resolution 24VDC,HG5G-VFXT22MF-B,GLA,3970062,"$1,500.00",ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 7.0 PCAP TFT COLOR HMI,HG2J-7UT22TF-B,GLA,4547198,$642.11,ea.,,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 10.4 65K Color HMI (White Bezel),HG3G-VAXT22MF-W,GLA,4559851,"$1,161.65",ea.,,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 10.4 65k Color HMI (Black Bezel),HG3G-AJT22MF-B,GLA,3540426,"$1,137.61",ea.,,,,PLC/COM,,,9/11/2024,
,HMI,IDEC 10.4 65k Color,HG3G-AJT22TF-B,GLA,3568014,"$1,105.26",ea.,,,,PLC/COM,,,9/11/2024,
,ETH,"IDEC Unmanaged Ethernet Switch, 5-Port, 24VDC",SX5E-HU055B,GLA,3760839,$78.95,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,ETH,RJ45 Panel Mount w/ IP67 Cap,TUR U2-22253,GLA,3479391,$36.01,ea.,,,,PLC/COM,,,1/22/2024,
,ETH,"AB Stratix 2000 Unmanaged Switch, 16 Ports",1783-US16T,KDL,3378863,$698.22,ea.,,,,PLC/COM,,,10/1/2023,
,ETH,"Phoenix Contact 1085039 Unmanaged Ethernet Switch, 5-Port, 24VDC",FL SWITCH 1005N,GRY,1085039,$78.58,ea.,24 VAC,,,PLC/COM,,,5/1/2024,
,ETH,"Phoenix Contact 1085256 Unmanaged Ethernet Switch, 8-Port, 24VDC",FL SWITCH 1008N,GRY,1085256,$120.95,ea.,24 VAC,,,PLC/COM,,,10/24/2024,
,ETH,"Phoenix Contact 1085243 Unmanaged Ethernet Switch, 8 Port",FL SWITCH 1108N,GRY,1085243,$221.74,ea.,,,,PLC/COM,,,1/19/2024,
,ETH,"Phoenix Contact 1085255 Unmanaged Ethernet Switch, 16 Port",FL SWITCH 1016N,GRY,1085255,$230.29,ea.,,,,PLC/COM,,,5/29/2025,
,ETH,"8 Port Managed Ethernet Switch, SIX 10/100BASETX",708FX2-SC,GLA,2619508,"$1,022.00",ea.,,,,PLC/COM,,,9/3/2024,
,VPN,EWON Cosy Ethernet Remote Access Router,EC61330,KDL,3438954,$758.00,ea.,,,,PLC/COM,,,10/1/2023,
,VPN,EWON Cosy Ethernet 4 Wired WAN/LAN,EC71330,KDL,4358311,$908.00,ea.,,,,PLC/COM,,,2/19/2025,
,VPN,Phoenix mGuard VPN Device,"$1,357,828.00",GRY,26639444,$701.77,ea.,,,,PLC/COM,,,5/29/2025,
,PLC,Allen Bradley PLCs,~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,PLC/COM,,,,
,PLC,"AB Compact Logix 5380 PLC, 16I/O, 40 nodes, Standard",5069-L320ER,KDL,3579608,"$3,450.82",ea.,,,,PLC/COM,,,6/13/2025,
,PLC,AB Cpmact I/O Power Terminal RTB Kit for 4&6 Pin Spring Type,5069-RTB64-SCREW,KDL,3543897,$34.16,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB DC Input Module,5069-IB16,KDL,3540341,$261.04,ea.,,,,PLC/COM,,,6/13/2025,
,PLC,AB DC Output Module,5069-OB16,KDL,3540350,$337.46,ea.,,,,PLC/COM,,,6/13/2025,
,PLC,AB Analog Input Module,5069-IF8,KDL,3540355,$860.54,ea.,,,,PLC/COM,,,6/13/2025,
,PLC,AB Analog Output Module,5069-OF8,KDL,3542540,"$1,508.66",ea.,,,,PLC/COM,,,6/13/2025,
,PLC,Compact I/O 18 Pins Screw Type Terminal Block,5069-RTB18-Screw,KDL,3542585,$73.72,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB 5069 END CAP,5069-ECT,KDL,3633741,$29.33,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,High Cap Secure Digital Card 32GB,1784-SDHC32,KDL,4158922,$111.69,ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB Micro850 24 I/O (14 I 10 O) Ethernet IP Controller,2080-LC50-24QWB,KDL,2935837,$753.82,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB Micro850 48 I/O (28 I 20 O) Ethernet IP Controller,2080-LC50-48QWB,KDL,2938241,$758.51,ea.,,,,PLC/COM,,,6/14/2024,
,PLC,AB Micro800 4PT Analog Input Module,2085-IF4,KDL,2943570,$306.40,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB Micro800 8PT Analog Input Module,2085-IF8,KDL,2938245,$466.88,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB Micro800 8PT Relay Ouput Module,2085-OW8,KDL,2963143,$121.53,ea.,,,,PLC/COM,,,10/1/2023,
,PLC,"AB Micro800 16PT Relay Output Module, 2A",2085-OW16,KDL,2938244,$229.33,ea.,,,2.0A,PLC/COM,,,2/19/2025,
,PLC,AB Micro800 Expansion Module End Cap,2085-ECR,KDL,2938249,$21.94,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,"AB Micro800 16pt Digital Input, 12/24VDC, Sink/Source",2085-IQ16,KDL,2938243,$189.76,ea.,24 VAC,,,PLC/COM,,,10/1/2023,
,PLC,"AB Mcro800 8pt Combo, 4 DI, 4 RO",2080-IQ4OB4,KDL,2945502,$142.72,ea.,,,,PLC/COM,,,2/19/2025,
,PLC,AB Micro800 4pt RTD & TC Input,2085-IRT4,KDL,2938248,$457.44,ea.,,,,PLC/COM,,,6/13/2025,
,PLC,AB Compact Logix PLC 1MB,1769-L30ER,KDL,2877153,"$1,679.33",ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB Compact Logix 4IN Analog Input,1769-IF4,KDL,14425,$473.46,ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB Compact Logix 16 IN 24VDC Sink/Source,1769-IQ16,KDL,14428,$232.70,ea.,24 VAC,,,PLC/COM,,,10/1/2023,
,PLC,AB Compact Logix 8 OUT AC/DC Relay MOD,1769-OW8,KDL,14440,$210.96,ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB 16 Channel Analog Input Module,1769-IF16C,KDL,2636651,"$1,567.23",ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB 16 PT AC/DC Relay Output,1769-OW16,KDL,14439,$579.04,ea.,,,,PLC/COM,,,6/14/2024,
,PLC,AB 8 Channel Analog Current Output Module,1769-OF8C,KDL,2146375,"$2,013.38",ea.,,,,PLC/COM,,,10/1/2023,
,PLC,AB 1769 32 Point 24VDC Input Module,1769-IQ32,KDL,2036196,$581.14,ea.,24 VAC,,,PLC/COM,,,10/1/2023,
,HMI,"AB Panelview 5310 12"" HMI",2713P-T12WD1,KDL,3765473,"$3,722.50",ea.,,,,PLC/COM,,,10/1/2023,
,HMI,"AB Panelview Plus 7 10"" HMI",2711P-T10C21D8S,KDL,3395442,"$2,465.32",ea.,,,,PLC/COM,,,10/1/2023,
,HMI,"AB Panelview 800 7"" HMI",2711R-T7T,KDL,3443294,"$1,191.14",ea.,,,,PLC/COM,,,6/13/2025,
,HMI,"AB Panelview 800 10.4"" HMI",2711R-T10T,KDL,3469975,"$2,361.23",ea.,,,,PLC/COM,,,6/13/2025,
,HMI,AB Panelview Plus 7 Graphic Terminal,2711P-T6C21D8S,KDL,3416337,"$1,677.87",ea.,,,,PLC/COM,,,10/1/2023,
,DIN,"Red Lion 1/16 DIN, Relay Out, TC/RTD, Analog In, 120VAC, 1RLY Out",PXU10020,GLA,3602313,$140.53,ea.,120 VAC,,,PLC/COM,,,5/14/2025,
,DIN,"Red Lion 1/8 DIN Vertical PID Controller, SSR, 24VDC, 1RLY Out",PXU200C0,GLA,3835250,$160.73,ea.,24 VAC,,,PLC/COM,,,5/14/2025,
,DIN,"Red Lion 1/8 DIN Vertical PID Controller, 24VDC, 1RLY Out",PXU100C0,GLA,3756876,$160.73,ea.,24 VAC,,,PLC/COM,,,5/14/2025,
,DIN,"Red Lion 1/8 DIN Vertical PID Controller, 120VAC 1 RLY Out",PXU10030,GLA,3770771,$155.46,ea.,120 VAC,,,PLC/COM,,,5/14/2025,
,DIN,"Red Lion 1/8 DIN Vertial PID Controller, 24VDC, 2RLY Out",PXU11AC0,GLA,3756875,$143.04,ea.,24 VAC,,,PLC/COM,,,1/22/2024,
,DIN,"Red Lion 1/4 DIN PID Controller, 24VDC, 2RLY Out",PXU11AE0,GLA,3610083,$218.00,ea.,24 VAC,,,PLC/COM,,,1/22/2024,
,DIN,"1/8 DIN Vertical, 4-20mA Linear Output, RTD or TC, 24VDC",PXU31AC0,GLA,4132581,$187.08,ea.,24 VAC,,,PLC/COM,,,5/14/2025,
,DIN,"1/8 DIN Vertical, SS, RLY, 485, USR, DC",PXU21AC0,GLA,3844093,$143.39,ea.,,,,PLC/COM,,,1/22/2024,
,DIN,"1/8 DIN Vertical, SS Output DC Power RS-485",PXU21BC0,GLA,3956288,$160.35,ea.,,,,PLC/COM,,,1/22/2024,
,SCT,"""12-24VDC, Analog Output, and RS-485/232 Serial Port, DIN Mount",SCT-10AN,RICE,129393,$356.25,ea.,24 VAC,,,PLC/COM,,,7/19/2022,
,SCT,,,RICE,,,,,,,PLC/COM,,,,
,SCT,,SCT-2200-AN,RICE,202104,,,,,,PLC/COM,,,,
,SCT,"""12-24VDC, Analog Output, and RS-485/232 Serial Port, DIN Mount",TLS Indicator,WMS,TLS,$265.00,ea.,24 VAC,,,PLC/COM,,,,
,SCT,Loadcell Indicator Enclosure,CASTLTASTGUA,WMS,TLS,$165.00,ea.,,,,PLC/COM,,,4/23/2025,
,MODIP,HMS Networks ENET IP to Modbus TCP Linking Device,HMS-EN2MB-R,KDL,3671816,"$1,005.83",ea.,,,,PLC/COM,,,10/1/2023,
,MODIP,Realtime Gateway Profinet <--> Modbus TCP/IP,460PSMS-NNA1-D,KDL,3902367,$859.87,ea,,,,PLC/COM,,,2/19/2025,
,MODIP,Realtime Modbus TCP; N2E Platform,460ET-CMS-N2E-D,KDL,3870700,$977.36,ea,,,,PLC/COM,,,6/13/2025,
,MMP,EATON XT Series (MMP & MMP COMPONENTS),~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,,
,MMP,EATON - MMP - Short Circuit/Phase/OL 0.1-0.16A,XTPRP16BC1,GLA,3668989,$45.73,ea.,,,0.16A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 0.16-0.25,XTPRP25BC1,GLA,3668990,$41.31,ea.,,,,MOTOR CONTROL,,,1/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 0.25-0.4A,XTPRP40BC1,GLA,2435556,$54.97,ea.,,,0.4A,MOTOR CONTROL,,,1/22/2024,
,MMP,EATON - Standard Overload 0.33-1.65A,XTOE1P6BCS,GLA,2780047,$50.02,ea.,,,1.65A,MOTOR CONTROL,,,1/22/2024,
,MMP,EATON - MMP - Short Circuit/Phase/OL 0.4-0.63A,XTPRP63BC1,GLA,2432623,$48.51,ea.,,,0.63A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 0.63-1.0A,XTPR001BC1,GLA,2367126,$48.51,ea.,,,1.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 1.0-1.6A,XTPR1P6BC1,GLA,2390741,$48.51,ea.,,,1.6A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 1.6-2.5A,XTPR2P5BC1,GLA,2304772,$48.51,ea.,,,2.5A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 2.5-4.0A,XTPR004BC1,GLA,2273200,$48.10,ea.,,,4.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 4.0-6.3A,XTPR6P3BC1,GLA,2271731,$48.51,ea.,,,6.3A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 6.3-10.0A,XTPR010BC1,GLA,2388333,$44.19,ea.,,,10.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 8.0-12.0A,XTPR012BC1,GLA,2271732,$47.58,ea.,,,12.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 10.0-16.0A,XTPR016BC1,GLA,2271733,$50.93,ea.,,,16.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 16.0-20.0A,XTPR020BC1,GLA,2318325,$57.70,ea.,,,20.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 20.0-25.0A,XTPR025BC1,GLA,2271734,$64.49,ea.,,,25.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 25.0-32.0A,XTPR032BC1,GLA,2271735,$64.21,ea.,,,32.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 32.0-40.0A,XTPR040DC1,GLA,2433625,$140.93,ea.,,,40.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 50.0-58.0A,XTPR058DC1,GLA,2430731,$181.65,ea.,,,58.0A,MOTOR CONTROL,,,5/30/2025,
,MMP,EATON - MMP - Short Circuit/Phase/OL 55.0-63.0A,XTPR063DC1,GLA,2333487,$179.44,ea.,,,63.0A,MOTOR CONTROL,,,1/22/2024,
,MMP,EATON - MMP - CH Manual Mtr Controller 55.0-63.0A,PKZM4-63,GLA,3675691,$183.95,ea.,,,63.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - Connecting Link for MMP/CON Frame B:B (USE IF BELOW NOT STOCK),XTPAXTPCB,GLA,2271747,$15.58,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - Connecting Link for MMP/CON Frame B:B,XTPAXEMCB,GLA,3612410,$8.10,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,MMP,Eaton- Connecting Link for MMP/CON Frame B:D,PKZM0-XDM32ME,GLA,,,ea.,,,,MOTOR CONTROL,,,10/1/2023,
,CON,EATON - 9A (20A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE009B10A,GLA,2271619,$28.83,ea.,,3,9.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 9A (20A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE009B10TD,GLA,2289559,$36.24,ea.,,3,9.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 12A (20A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE012B10A,GLA,2271620,$33.04,ea.,,3,12.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 12A (20A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE012B10TD,GLA,2350588,$46.70,ea.,,3,12.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 15A (20A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE015B10A,GLA,2271621,$35.25,ea.,,3,15.0A,MOTOR CONTROL,,,1/21/2025,
,CON,EATON - 15A (20A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE015B10TD,GLA,2317231,$54.50,ea.,,3,15.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - Connecting Link for MMP/CON Frame B:C,XTPAXEMCC,GLA,4076640,$10.59,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - Connecting Link for MMP/CON Frame D:D,XTPAXTPCD,GLA,2761473,$24.31,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 18A (40A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE018C10A,GLA,2271622,$27.53,ea.,,3,18.0A,MOTOR CONTROL,,,1/22/2024,
,CON,EATON - 18A (40A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE018C10TD,GLA,2443231,$44.44,ea.,,3,18.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 25A (40A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE025C10A,GLA,2271623,$75.95,ea.,,3,25.0A,MOTOR CONTROL,,,1/21/2025,
,CON,EATON - 25A (40A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE025C10TD,GLA,2363961,$56.05,ea.,,3,25.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 32A (40A Gen.) Contactor 3P 1 N.O. AC Coil,XTCE032C10A,GLA,2271625,$46.90,ea.,,3,32.0A,MOTOR CONTROL,,,1/22/2024,
,CON,EATON - 32A (40A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE032C10TD,GLA,2317234,$72.13,ea.,,3,32.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 40A (63A Gen.) Contactor 3P 1 N.O. DC Coil,XTCE040DS1TD,GLA,2768927,$123.04,ea.,,3,40.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 50A (80A Gen.) Contactor 3P 0 N.O.-0 N.C. AC Coil,XTCE050D00A,GLA,2271627,$428.44,ea.,,3,50.0A,MOTOR CONTROL,,,1/22/2024,
,CON,EATON - 65A  Contactor 3P 0 N.O.-0 N.C. DC Coil,XTCE065D00TD,GLA,2442653,$125.13,ea.,,3,65.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - 80A (125A Gen.) Contactor 3P 0 N.O.-0 N.C. AC Coil,XTCE080F00A,GLA,2312944,$349.19,ea.,,3,80.0A,MOTOR CONTROL,,,1/22/2024,
,CON,"EATON IEC Magnetic Overload Frame D Class 10, 50-65A",XTOB065DC1,GLA,2271665,$57.99,ea.,,,65.0A,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - Contactor Front  Mount Auxiliary,XTCEXFAC11,GLA,2306107,$11.55,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - MMP Front Under Mount Auxiliary,XTPAXFA11,GLA,2271754,$8.40,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - Contactor Mechanical Interlock (C-Frame),XTCEXMLC,GLA,2271720,$7.19,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - Contactor Mechanical Interlock (D-Frame),XTCEXMLD,GLA,2271721,$10.44,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - Reversing Wiring Kit for Interlocked Contactors,XTCEXRLD,GLA,2772715,$26.38,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,CON,EATON - Contactor Side Auxillary Frame D-G,XTCEXSBN11,GLA,2312934,$19.98,ea.,,,,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - B Frame 3 Pole Feeder (60A Max),XTPAXLSA,GLA,2271750,$9.29,ea.,,,60.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,Sub for XLSA - EATON - B Frame 3 Pole Feeder (63A Max),XTPAXIT,GLA,3949076,$8.44,ea.,,,63.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - D Frame 3 Pole Feeder (120A Max),XTPAXLSAD,GLA,2761477,$16.68,ea.,,,120.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - 3 Pole 2CMC Busbar (60A Max),XTPAXCLKA2,GLA,3744786,$8.09,ea.,,,60.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - 3 Pole 3CMC Busbar (60A Max),XTPAXCLKA3,GLA,2478978,$12.79,ea.,,,60.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - 3 Pole 4CMC Busbar (60A Max),XTPAXCLKA4,GLA,2478979,$15.31,ea.,,,60.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,EATON - 3 Pole 5CMC Busbar (60A Max),XTPAXCLKA5,GLA,2478980,$17.58,ea.,,,60.0A,MOTOR CONTROL,,,5/21/2025,
,MMP,ALLEN BRADLEY MMP & MMP COMPONENTS,~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,,
,MMP,AB Compact Busbar Feeder Terminal,140M-C-WTEN,KDL,2828736,$51.65,ea.,,,,MOTOR CONTROL,,,2/19/2025,
,MMP,AB Compact Busbar (5CMC),140M-C-W455N,KDL,2829195,$70.40,ea.,,,,MOTOR CONTROL,,,2/19/2025,
,MMP,AB - MMP - Short Circuit/Phase/OL 6.3-10.0A,140MT-C3E-B40,KDL,4419714,$70.00,ea.,,,10.0A,MOTOR CONTROL,,,2/19/2025,
,MMP,AB FRONT AUX CONTACT 1NO+1NC,140M-C-AFA11,KDL,1417,$44.44,ea.,,,,MOTOR CONTROL,,,2/19/2025,
,MMP,AB CONNECTION MODULE,140M-C-PEC23,KDL,1436,$16.18,ea.,,,,MOTOR CONTROL,,,2/19/2025,
,MMP,"AB Contactor (9A, 24VDC Coil)",100-C09EJ10,KDL,,$45.86,ea.,24 VAC,,9.0A,MOTOR CONTROL,,,3/6/2024,
,VFD,ABB VFDs,~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,,MOTOR CONTROL,,,,
,VFD,ABB 1.5HP NEMA 1 230V (1PH) STO R1,ACS355-01U-06A7-2,GLA,2861054,$270.48,ea.,230 VAC,1,,MOTOR CONTROL,,,1/23/2024,
,VFD,ABB 2.0HP NEMA 1 230V (1PH) STO R2,ACS355-01U-07A5-2,GLA,3597734,$299.31,ea.,230 VAC,1,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 3.0HP NEMA 4X 230V (1PH) STO R2,ACS355-01U-09A8-2,GLA,3582572,$361.25,ea.,230 VAC,1,,MOTOR CONTROL,,,1/23/2024,
,VFD,ABB 0.5HP 230V (3PH) STO R0,ACS355-03U-02A4-2,GLA,3393947,$213.44,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 1.5HP NEMA 1 230V (3PH) STO R1,ACS355-03U-06A7-2,GLA,3541422,$270.48,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 2.0HP NEMA 1 230V (3PH) STO R1,ACS355-03U-07A5-2,GLA,2778115,$299.31,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 3.0HP NEMA 1 230V (3PH) STO R2,ACS355-03U-09A8-2,GLA,3412759,$361.25,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 5.0HP NEMA 1 230V (3PH) STO R2,ACS355-03U-17A6-2,GLA,2895650,$447.12,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 7.5HP NEMA 1 230V (3PH) STO R3,ACS355-03U-24A4-2,GLA,3590561,$583.89,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 10.0HP NEMA 1 230V (3PH) STO R4,ACS355-03U-31A0-2,GLA,3569998,$770.35,ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 15.0HP NEMA 1 230V (3PH) STO R4,ACS355-03U-46A2-2,GLA,3584975,"$1,018.13",ea.,230 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 0.5HP 460V (3PH) STO R0,ACS355-03U-01A2-4,GLA,2843991,$253.92,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
,VFD,ABB 1.5HP NEMA 1 460V (3PH) STO R1,ACS355-03U-03A3-4,GLA,2788811,$329.97,ea.,460 VAC,3,,MOTOR CONTROL,,,1/22/2024,
