VENDORCODE,PART ABBREV.,Vendor Part Code,Manufacturer PART NUMBER,PART DESCRIPTION & DETAILS,COST,Unit/Qty,SUB CATEGORY,LAST PRICE UPDATE,SHELF QTY,Notes,ORDER QTY (MATT),TOTAL COST (MATT),ADD TO ORDER (MATT)
GLA,MCCB,3668980,3TA250FJ3,"3TA250FJ3 CH MOLDED CASE CIRCUIT BREAKER ACCESSORY, MULTI WIRE (3) TERMINAL CONNECTOR KIT FOR JG BREAKER",$54.09,ea,J/L G Series MCCB Accessories,01/22/24,,,,$0.00,
GLA,MCCB,3421789,3TA250FJ6,3TA250FJ6 C-H SERIES G: TERMINAL ACCESSORIES (LINE AND LOAD END),$56.77,ea,,01/22/24,,,,$0.00,
GLA,MCCB,3802018,3TA600L6K,3TA600L6K CH 3P MAX 600A LG MULTIWIRE TERMINAL KIT (3) OF 6 WIRE 14-1/0,,ea,,01/22/24,,,,$0.00,
GLA,MCCB,3344132,JGHMVD12RX,JGHMVD12RX CUTLER-HAMMER,$105.88,ea,,05/21/25,,,,$0.00,
GLA,MCB,3353584,FAZ-C1/1-NA-SP,1-Pole MCB UL 489 1A C CURVE 277V,$18.45,ea.,"MINI CIRCUIT BREAKERS
(MCB)",01/22/24,,,,$0.00,
GLA,MCB,3278086,FAZ-C3/1-NA-SP,1-Pole MCB UL 489 3A C CURVE 277V,$21.12,ea.,,09/10/25,1,,,$0.00,
GLA,MCB,3353585,FAZ-C5/1-NA-SP,1-Pole MCB UL 489 5A C CURVE,$23.84,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3473199,FAZ-D7/1-NA-SP,1-Pole MCB UL 489 7A D CURVE 277V,$17.87,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3617601,FAZ-D15/1-NA-SP,1-Pole MCB UL 489 15A D CURVE 277V,$18.09,ea.,,05/21/25,,"Tightening Torque: #18-12AWG 21 lb-in, #10-8AWG 25lb-in, #6AWG 36lb-in",,$0.00,
GLA,MCB,3337551,FAZ-D20/1-NA-SP,1-Pole MCB UL 489 20A D CURVE 277V,$17.43,ea.,,05/21/25,4,,,$0.00,
GLA,MCB,3473437,FAZ-D25/1-NA-SP,1-Pole MCB UL 489 25A D CURVE 277V,$17.43,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3612927,FAZ-D30/1-NA-SP,1-Pole MCB UL 489 30A D CURVE 277V,$19.00,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3951634,FAZ-C63/1-NA-SP,1-Pole MCB UL 489 63A C CURVE 240V,$38.48,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3624836,FAZ-C10/2-NA,2-Pole MCB UL 489 10A C CURVE 277/480V,$35.03,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3353583,FAZ-C15/2-NA,2-Pole MCB UL 489 15A C CURVE 277/480V,$35.03,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3473206,FAZ-C20/2-NA,2-Pole MCB UL 489 20A C CURVE 277/480V,$36.39,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3613096,FAZ-C25/2-NA,2-Pole MCB UL 489 25A C CURVE 240V,$35.03,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3625177,FAZ-C30/2-NA,2-Pole MCB UL 489 30A C CURVE 240V,$38.43,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3916625,FAZ-C35/2-NA,2-Pole MCB UL 489 35A C CURVE 240V,$41.73,ea.,,09/10/25,,,,$0.00,
GLA,MCB,3664111,FAZ-C40/2-NA,2-Pole MCB UL 489 40A C CURVE 240V,$39.34,ea.,,09/10/25,3,,,$0.00,
GLA,MCB,4056355,FAZ-D35/2-NA,2-Pole MCB UL 489 35A D CURVE 240V,$36.25,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3951645,FAZ-C50/2-NA,2-Pole MCB UL 489 50A C CURVE 240V,$45.84,ea.,,05/21/25,,,,$0.00,
GLA,MCB,2658960,QC2070,C-H Quicklag 2-Pole MCB UL 489 70A Thermal Mag 120/240V (Needs DIN rail Adapter),$72.27,ea.,,01/22/24,,,,$0.00,
GLA,MCB,2021993,QCDINADAPT,CH QC Dinrail Adapter Accessory (for breaker above),$8.76,ea.,,01/22/24,,,,$0.00,
GLA,MCB,3625735,FAZ-C10/3-NA,3-Pole MCB UL 489 10A C CURVE 480Y/277V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3425022,FAZ-C15/3-NA,3-Pole MCB UL 489 15A C CURVE 480Y/277V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,2794230,FAZ-D15/3-NA,3-Pole MCB UL 489 15A D CURVE 480Y/277V,$51.74,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3625736,FAZ-C20/3-NA,3-Pole MCB UL 489 20A C CURVE 480Y/277V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3482938,FAZ-C25/3-NA,3-Pole MCB UL 489 25A C CURVE 480Y/277V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3620735,FAZ-C30/3-NA,3-Pole MCB UL 489 30A C CURVE 480Y/277V,$54.56,ea.,,05/21/25,,,4,$218.24,
GLA,MCB,3804953,FAZ-C35/3-NA,3-Pole MCB UL 489 35A C CURVE 240V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3425023,FAZ-C40/3-NA,3-Pole MCB UL 489 40A C CURVE 240V,$45.09,ea.,,01/22/24,,,,$0.00,
GLA,MCB,3951728,FAZ-C50/3-NA,3-Pole MCB UL 489 50A C CURVE 240V,$54.56,ea.,,05/21/25,,,,$0.00,
GLA,MCB,3951655,FAZ-C63/3-NA,3-Pole MCB UL 489 63A C CURVE 240V,$73.51,ea.,,05/21/25,,,,$0.00,
GRY,MCB,88243367,QOU270,2-Pole MCB UL 489 70A 120/240V,$45.75,ea.,,06/08/23,,Terminal Torque 45IN-LB,,$0.00,
GLA,MCB,3896053,FAZ-XAM002,MCB Auxiliary Trip Indicating Contacts,$34.25,ea.,MCB ACCESSORIES,01/23/24,,,,$0.00,
GLA,MCB,3352297,Z-EK/35/UL,MCB Feeder UL 489 1-P INCOMING BUS BAR SUPPLY  2 - 14AWG,$7.31,ea.,,01/22/24,,,,$0.00,
GLA,MCB,3667995,Z-SV/UL-16/1P-1TE/6,MCB BUS BAR UL 489 80A 1-Pole FOR 6 BREAKERS (60A MAX),$7.76,ea.,,01/22/24,,,,$0.00,
GLA,MCB,4197406,Z-SV/UL-16/2P-2TE/6,MCB BUS BAR UL 489 80A 2-Pole FOR 3 BREAKERS (60A MAX),$9.31,ea.,,01/22/24,,,,$0.00,
GLA,MCB,3612828,Z-SV/UL-16/3P-3TE/6,MCB BUS BAR UL 489 80A 3-Pole FOR 2 BREAKERS (60A MAX),$9.31,ea.,,01/22/24,,,,$0.00,
KDL,MCB,,1489-M1C250,AB 1-Pole MCB UL 489 25A C Curve 240V,$22.64,ea.,,03/06/24,,,,$0.00,
KDL,MCB,3299520,1489-M1C100,AB 1-Pole MCB UL 489 10A C Curve 240V,$23.05,ea.,,10/01/25,,,,$0.00,
KDL,MCB,3299525,1489-M1C040,AB 1-Pole MCB UL 489 4A C Curve 240V,$23.05,ea.,,10/01/25,,,,$0.00,
KDL,MCB,3299528,1489-M1C010,AB 1-Pole MCB UL 489 1A C Curve 240V,$23.05,ea.,,10/01/25,,,,$0.00,
GRY,MCB,25899802,M9F42350,3-Pole MCB UL 489 50A C Curve 240V,$38.36,ea.,,03/04/22,,,,$0.00,
GRY,MCB,25899803,M9F42363,3-Pole MCB UL 489 63A C Curve 240V,$38.36,ea.,,03/04/22,,,,$0.00,
GRY,DCB,26540254,1135753,PTCB E1 24VDC/1-4A SI-R,$29.72,ea.,TERMINAL BLOCK DC ELECTRONIC BREAKER,,,,,$0.00,
SHA,DCB,,1135753,PTCB E1 24VDC/1-4A SI-R,$29.98,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GRY,DCB,26429484,1135752,PTCB E1 24VDC/1-8A SI-R,$29.72,ea.,,,,,,$0.00,
SHA,DCB,,1135753,PTCB E1 24VDC/1-8A SI-R,$29.98,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PDB,2456360,UD80A,ERICO PDB (85AMP UL1059) Load: 3x10AWG & 3x4AWG,$10.83,ea.,UL 1059 Recognized PDBs,06/13/25,,,,$0.00,
GLA,PDB,2385998,UDJ125A,ERICO PDB (150AMP UL1059) Load: 6x8AWG,$18.24,ea.,,01/22/24,,,,$0.00,
GLA,PDB,2455629,UD160A,ERICO PDB (200AMP UL1059) Load: 6x4AWG,$16.31,ea.,,01/22/24,,"Torque: 31 & 57 IN-LB Line Side (smaller & larger terminals respectively), 31 IN-LB Load Side",,$0.00,
GLA,PDB,2460620,UD250A,ERICO PDB (255AMP UL1059) Load: 11x1AWG,$38.63,ea.,,08/12/25,,"Torque: 168 IN-LB Line side, 24 IN-LB & 39 IN-LB Load Side (smaller/larger holes respectively)",,$0.00,
GLA,PDB,2460624,UD-400A,ERICO PDB (335 A UL1059) Load: 11x1AWG,$45.52,ea.,,01/22/24,,"Torque: 221 IN-LB Line side, 24 IN-LB & 39 IN-LB Load Side (smaller/larger holes respectively)",,$0.00,
KDL,PDB,2591386,1492-PDE1183,AB PDB (335A UL 1059) #2 AWG MAX Eight Hole,$40.36,ea,,10/01/23,,,,$0.00,
KDL,PDB,2883580,1492-PDME1141,AB PDB (115A UL1953) #2 LINE #10 LOAD AWG MAX Four Hole,$15.64,ea.,UL 1953 Rated PDBs,10/01/25,,,,$0.00,
KDL,PDB,2860114,1492-PDE1142,AB PDB (200A UL 1953) #2/0 LINE #2 LOAD AWG MAX Four Hole,$23.28,ea.,,10/01/25,,"Line Side Torque: 180IN# for 2/0-8AWG, 50IN# for 10-14AWG. Load Side Torque: 50IN#.  Wire openings rated for #2-14 AWG are multiple wire rated: (2) #6 CU Str, (2) #8 CU Str, (2-4) #10 CU Str, (2 to 4) #12 CU Str, and (2 to 4) #14 CU Str.",,$0.00,
GLA,PDB,2702982,CHDB3703,"CH PDB Open 3-Pole 310A 300kCMIL-4AWG LINE, 4-14AWG LOAD",$389.94,ea.,,01/22/24,,,,$0.00,
GLA,PDB,4001279,CHCPDB-1,1 Pole Cover for PDB Above,$10.00,ea.,,01/22/24,,,,$0.00,
GLA,PS,3623207,PSG60F24RM,EATON 60W 2.5A  480V 3PH,$71.46,ea.,480V 3PH 24VDC POWER SUPPLIES,05/21/25,,,,$0.00,
GRY,PS,25703583,2904371,UNO-PS/2AC/24DC/90W/C2LPS,$56.79,ea,,03/12/25,,,,$0.00,
SHA,PS,2904371,2904371,UNO-PS/2AC/24DC/90W/C2LPS,$63.99,ea.,,07/29/25,1,FACTORY STOCK,,$0.00,
GLA,PS,3612232,PSG120F24RM,EATON 120W 5A 480V 3PH,$141.89,ea.,,05/21/25,,,,$0.00,
GRY,PS,25762600,2903153,TRIO-PS-2G/3AC/24DC/5,$145.36,ea,,,,,,$0.00,
SHA,PS,2903153,2903153,TRIO-PS-2G/3AC/24DC/5,$123.88,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3612233,PSG240F24RM,EATON 240W 10A 480V 3PH,$205.76,ea.,,05/21/25,,,,$0.00,
GRY,PS,25808885,2903154,TRIO-PS-2G/3AC/24DC/10,$160.37,ea,,05/29/25,,,,$0.00,
SHA,PS,2903154,2903154,TRIO-PS-2G/3AC/24DC/10,$160.37,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3612235,PSG480F24RM,EATON 480W 20A 480V 3PH,$230.88,ea.,,05/21/25,,,,$0.00,
GRY,PS,2903155,2903155,TRIO-PS-2G/3AC/24DC/20,$237.90,ea,,07/11/25,,,,$0.00,
SHA,PS,2903155,2903155,TRIO-PS-2G/3AC/24DC/20,$237.90,ea.,,07/29/25,,SHALTZ STOCK,,$0.00,
GLA,PS,3606062,PS5R-VB12,12VDC 1.3A 15VA DIN Mnt 85-265VAC,$23.16,ea.,12VDC POWER SUPPLIES,09/11/24,1,,,$0.00,
GLA,PS,3552279,PS5R-VC24,24VDC 1.25A 30VA Slim 85-264VAC,$25.26,ea.,"100-240V 1PH 24VDC 
POWER SUPPLIES",09/11/24,,,,$0.00,
GRY,PS,25566491,2902991,UNO-PS/1AC/24DC/30W,$18.68,,,,,,,$0.00,
SHA,PS,2902991,2902991,UNO-PS/1AC/24DC/30W,$25.55,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3552281,PS5R-VD24,24VDC 2.5A 60VA Slim 85-264VAC,$31.58,ea.,,09/11/24,,,1,$31.58,
GRY,PS,25566492,2902992,UNO-PS/1AC/24DC/60W,$30.28,,,05/29/25,,,,$0.00,
SHA,PS,2902992,2902992,UNO-PS/1AC/24DC/60W,$30.28,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3568349,PS5R-VE24,24VDC 3.75A 90W Slim 85-264VAC,$43.16,ea.,,09/11/24,,,,$0.00,
GRY,PS,25690539,2902994,UNO-PS/1AC/24DC/90W/C2LPS,$47.00,,,05/12/25,,,,$0.00,
SHA,PS,2902994,2902994,UNO-PS/1AC/24DC/90W/C2LPS,$53.08,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3542146,PS5R-VF24,24VDC 5A 120VA Slim 85-264VAC,$45.26,ea.,,09/11/24,,,,$0.00,
GRY,PS,25703217,2904376,UNO-PS/1AC/24DC/150W,$44.48,,,,,,,$0.00,
SHA,PS,2904376,2904376,UNO-PS/1AC/24DC/150W,$58.48,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,PS,3568351,PS5R-VG24,24VDC 10A 240VA Slim 85-264VAC,$89.47,ea.,,01/23/24,,,,$0.00,
GRY,PS,26544864,1096432,UNO2-PS-1AC/24DC/240W,$105.43,ea.,,09/28/23,,,,$0.00,
SHA,PS,1096432,1096432,UNO2-PS-1AC/24DC/240W,$60.11,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
KDL,PS,3595387,SVL1024100,24VDC 10A 240VA SOLA 85-264VAC,$118.03,ea.,,10/01/25,,,,$0.00,
GRY,PS,25794084,2903149,TRIO-PS-2G/1AC/24VDC/240W,$182.40,,,,,SHALTZ STOCK,,$0.00,
SHA,PS,2903149,2903149,TRIO-PS-2G/1AC/24VDC/240W,$81.40,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
KDL,PS,3595388,SVL2024100,24VDC 20A 480W SOLA 85-264VAC,$195.09,ea.,,10/01/25,,,,$0.00,
GRY,PS,26660682,1252696,TRIO3-PS/1AC/24DC/10/4,$199.74,ea.,,03/04/24,,,,$0.00,
SHA,PS,1252696,1252696,TRIO3-PS/1AC/24DC/10/4,$236.65,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GRY,PS,26659834,1252697,TRIO3-PS/1AC/24DC/20/8,$310.91,ea.,,03/04/24,,,,$0.00,
SHA,PS,1252697,1252697,TRIO3-PS/1AC/24DC/20/8,$368.38,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GRAY,PSBU,26535339,1274119,UPS-BAT/PB/24VDC/12AH 24V 12AH Battery,$358.15,ea.,,10/31/24,,,,$0.00,
KDL,TFMR,,E050JN HEV 50VA,120V 150VA 600V Primary (120/240 secondary),$38.22,ea.,600V TRANSFORMER (120V),10/01/23,,,,$0.00,
KDL,TFMR,2028561,E050WB HEV 50VA,120V 50VA Fused (240/480) Touch Safe,$83.44,ea.,"480/230V TRANSFORMERS
(120VAC)",10/01/25,,,,$0.00,
KDL,TFMR,2079604,E075WB HEV 75VA,120V 75VA Fused (240/480) Touch Safe,$91.68,ea.,,06/13/25,,,,$0.00,
KDL,TFMR,,E150WB HEV 150VA,120V 150VA Fused (240/480) Touch Safe,$44.41,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2180396,E250WB HEV 250VA,120V 250VA Fused (240/480) Touch Safe,$131.31,ea.,,06/13/25,,,,$0.00,
KDL,TFMR,2140049,E500WB HEV 500VA,120V 500VA Fused (240/480) Touch Safe,$180.57,ea.,,10/01/25,,,,$0.00,
KDL,TFMR,,E1000WB HEV 1000VA,120V 1000VA Fused (240/480) Touch Safe,$107.52,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,33018,HS5F3AS,"3kVA 1PH 240x480 Primary, 120/240 Secondary, Non-Ventilated Auto Transformer",$338.58,ea.,,10/01/25,,,,$0.00,
KDL,TFMR,33019,HS5F5AS,"5kVA 1PH 240x480 Primary, 120/240 Secondary, Non-Ventilated Auto Transformer",$481.40,ea.,,10/01/25,,,,$0.00,
KDL,TFMR,,E100EWB HEVIDUTY,24VAC 100VA Fused (240/480) Touch Safe,$47.92,ea.,480/230V TFMR (24VAC),10/01/23,,,,$0.00,
KDL,TFMR,2293333,E050EWB HEVIDUTY,24VAC 50VA Fused (240/120) Touch Safe,$83.22,ea.,230/120V TFMR (24VAC),10/01/23,,,,$0.00,
KDL,TFMR,2242392,E100EWB HEVIDUTY,24VAC 100VA Fused (240/120) Touch Safe,$48.88,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,,E250EWB HEVIDUTY,24VAC 250VA Fused (240/120) Touch Safe,$74.79,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2103329,E500EWB HEVIDUTY,24VAC 500VA Fused (240/120) Touch Safe,$191.76,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2156107,E750EWB HEVIDUTY,24VAC 750VA Fused (240/120) Touch Safe,$113.95,ea.,,10/01/23,,,,$0.00,
GLA,TFMR,2588715,PH150AJ,600V 150VA Fused (240/120),$95.16,ea.,,09/11/24,,,,$0.00,
GLA,TFMR,4444313,PH100PG-FK,24VAC 100VA (240/120),$78.55,ea.,,01/22/24,,,,$0.00,
GLA,TFMR,2625151,FGF2,Finger Guard (NEED TWO),$4.42,ea.,,01/22/24,,,,$0.00,
GLA,TFMR,2951050,PH250PG-FK,24VAC 250VA (240/120),$128.04,ea.,,01/22/24,,,,$0.00,
GLA,TFMR,2667244,FG3,Finger Guard (NEED TWO),$4.42,ea.,,01/22/24,,,,$0.00,
KDL,TFMR,2672316,PH100PG,24VAC 100VA (240/120),$67.83,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2633097,PH250PG,24VAC 250VA (240/120),$111.57,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2881623,PH1000PG,24VAC 1000VA (240/120),$158.28,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2593853,PFK3,Hammond Primary Fuse Kit,$3.83,ea.,,10/01/23,,,,$0.00,
KDL,TFMR,2714872,FG5,Hammond Finger Guard,$2.76,ea.,,10/01/23,,,,$0.00,
GLA,LED,4535037,LF1B-NA3P-2THWW2-3M,IDEC LED BAR LIGHT (WHITE),$29.68,ea.,LED BAR LIGHT (WHITE),09/11/24,,*USED ON CA23071901BHCB - Crawford-Lucky Monk,,$0.00,
KDL,SW,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,AB KITS (LIGHTS),~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,PL,2140865,800FP-P3PN3G,Green Pilot Light 24VDC,$18.41,ea.,"24V PILOT LIGHTS
(22mm)",10/01/25,,,,$0.00,
KDL,PL,2975415,800FP-P0PN3W,Amber Pilot Light 24VDC,$18.41,ea.,,10/01/25,,,,$0.00,
KDL,PL,2202722,800FP-P7PN3W,White Pilot Light 24VDC,$15.36,ea.,,06/14/24,,,,$0.00,
KDL,PL,2156399,800FP-P4PN3R,Red Pilot Light 24VDC,$18.41,ea.,,10/01/25,,,,$0.00,
KDL,PL,2136960,800FP-P3PN5G,Green Pilot Light 120VAC,$18.41,ea.,"120V PILOT LIGHTS
(22mm)",10/01/25,,,,$0.00,
KDL,PL,,800FP-P0PN5W,Amber Pilot Light 120VAC,$15.36,ea.,,06/14/24,,,,$0.00,
KDL,PL,2137348,800FP-P4PN5R,Red Pilot Light 120VAC,$18.41,ea.,,10/01/25,1,,,$0.00,
KDL,PL,,800FP-P7PN5W,White Pilot Light 120VAC,$15.36,ea.,,06/14/24,,,,$0.00,
KDL,SW,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,AB KITS (SWITCHES/PUSH BUTTONS),~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,SW,3747682,800FP-SR22PX10,AB 2 POS 1NO Momentary Switch (Spring Ret from Rt),$13.18,ea.,"SELECTOR SWITCHES
(22mm)",10/01/25,,,,$0.00,
KDL,SW,2155095,800FP-SM22PX10,AB 2POS 1NO SWITCH BLACK,$13.18,ea.,,10/01/25,,,,$0.00,
KDL,SW,2830452,800FP-KM21PX01,"2POS 1NO Keyed Switch, Key Removable in Left Position",$25.24,ea.,KEYED SWITCHES (22mm),10/01/25,,,,$0.00,
KDL,SW,2194587,800FP-SM32PX20,AB 3POS 2NO SWITCH PLASTIC,$17.86,ea.,,10/01/25,,,,$0.00,
KDL,SW,4043758,800FP-SM32PX12,AB 3POS 2NC-1NO SWITCH PLASTIC,$22.54,ea.,,10/01/25,,,,$0.00,
KDL,SW,2066848,800FP-F3PX10,AB 800F GREEN PUSH BUTTON 1NO,$10.33,ea.,"PUSHBUTTONS
(22mm)",10/01/25,,,,$0.00,
KDL,SW,2458033,800FP-F4PX10,AB 800F RED PUSH BUTTON 1NO,$10.33,ea.,,10/01/25,,,,$0.00,
KDL,SW,,800FP-F3PX01,AB 800F BLACK PUSH BUTTON 1NC,$7.23,ea.,,10/01/23,,,,$0.00,
KDL,SW,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,AB KITS (ILLUMINATED SWITCH/PB),~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,SW,2569129,800FP-LSM23PN3GX10,"2 POS 1NO Illuminated Switch, Green 24V LED",$38.61,ea.,ILLUMINATED SWITCHES (22mm),10/01/25,,,1,$38.61,
KDL,SW,2638913,800FP-LSM23PN5GX10,"2 POS 1NO Illuminated Switch, Green 115V LED",$38.61,ea.,,10/01/25,,,,$0.00,
KDL,SW,3605198,800FP-LSM33PN3GX20,"3 POS 2NO Illuminated Switch, Green 24V LED",$45.10,ea.,,10/01/25,,,,$0.00,
KDL,SW,4239869,800FP-LSM33PN5GX20,"3 POS 2NO Illuminated Switch, Green 115V LED",$45.10,ea.,,10/01/25,,,,$0.00,
KDL,SW,4160053,800FP-LSR23PN3GX10,2POS Momentary Switch (Spring Ret from Rt) Green 24V LED,$38.61,ea.,,10/01/25,,,,$0.00,
KDL,SW,,800FP-LSR23PN5GX10,2POS Momentary Switch (Spring Ret from Rt) Green 115V LED,$19.66,ea.,,10/01/23,,,,$0.00,
KDL,SW,4373950,800FP-LSM24PN3RX10,"2 POS 1NO Illuminated Switch, RED 24V LED",$19.66,ea.,,10/01/23,,,,$0.00,
KDL,SW,2211220,800FM-LF3PN3GX10,"AB ILLUMINATED GREEN PUSH BUTTON 1NO, 24V LED",$36.23,ea.,,10/01/25,,,,$0.00,
KDL,SW,4409814,800FM-LF3PN5GX10,"AB ILLUMINATED GREEN PUSH BUTTON 1NO, 115V LED",$26.95,ea.,,04/12/24,,,,$0.00,
KDL,SW,3881893,800FM-LF4PN3RX01,"AB ILLUMINATED RED PUSH BUTTON 1NC, 24V LED",$26.95,ea.,,04/12/24,,,,$0.00,
KDL,SW,4862187,800FM-LF4PN5RX01,"AB ILLUMINATED RED PUSH BUTTON 1NC, 115V LED",$26.95,ea.,,04/12/24,,,,$0.00,
KDL,SW,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,AB Lights/Switch/Components (NOT AS KITS!!),~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,SW,2089458,800F-X10,AB NO Contact Block Latch Mount Screw Termination,$4.72,ea.,,10/01/25,,,,$0.00,
KDL,SW,2116123,800FP-F4,AB Push Button (Green),$3.48,ea.,,06/13/25,,,,$0.00,
KDL,SW,2116239,800FP-LSM33,AB 3POS Illuminated Selector Switch (Green),$10.56,ea,,10/01/25,,,,$0.00,
KDL,ES,,800FP-MT44PX03,,$26.17,ea,,03/06/24,,,,$0.00,
KDL,SW,2094478,800F-ALP AB LATCH PLATE,AB Light/Switch Collar,$2.65,ea.,,10/01/25,,"JUST THE ""COLLAR"" FOR AB LIGHTS/SWITCHES",,$0.00,
GLA,ES,2881815,XN4E-BL402MR,IDEC ESTOP 30mm (Padlock Type),$52.63,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,ES,3477196,XN4E-BL413MR,IDEC ESTOP 30mm (Padlock Type),$57.89,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
KDL,LED,2129811,800F-N3G,Green LED Light 24VDC (LED Module Latch Mount),$21.12,ea.,24VDC LED LIGHT ONLY,10/01/25,,,,$0.00,
KDL,LED,2121539,800F-N5G,Green LED Light 120VAC (LED Module Latch Mount),$21.12,ea.,120V LED LIGHT ONLY,10/01/25,,,,$0.00,
GLA,CR,2430855,RJ1S-CL-A120,Relay SPDT 12A 120VAC LED (NEED SOCKET),$8.53,ea.,MECHANICAL CONTROL RELAYS,01/22/24,,,,$0.00,
GLA,CR,3634496,RJ1S-CLD-D24,Relay (A2+ A1-) SPDT 12A 24VDC LED and Diode (NEED SOCKET),$7.43,ea.,,07/29/25,,,,$0.00,
GLA,CR,3634498,SJ1S-07LW,Socket for RJ1,$3.25,ea.,,07/29/25,,,,$0.00,
GLA,CR,2290893,RJ2S-CL-D24,Relay (A2+ A1-) DPDT 8A DC24V LED and Diode (NEED SOCKET),$8.09,ea.,,01/22/24,1,,,$0.00,
GLA,CR,2977889,SJ2S-07LW,Socket for RJ2,$4.73,ea.,,01/22/24,,,,$0.00,
GLA,CR,3429491,RV8H-S-AD24,6mm 24VAC/DC SPDT 6A Spring (1.5A @240VAC Inductive),$14.12,ea.,,07/29/25,,,,$0.00,
GLA,CR,3283938,RV8H-S-AD110,6mm 120VAC SPDT 6A Spring (1.5A @240VAC Inductive),$14.14,ea.,,01/22/24,,,,$0.00,
GLA,CR,3571643,RV8H-2S-AD24,14mm 24VAC/DC DPDT 6A Spring (1.5A @240VAC Inductive),$12.26,ea.,,09/24/25,,,,$0.00,
GLA,CR,3571644,RV8H-2S-AD110,14mm 120VAC DPDT 6A Spring (1.5A @240VAC Inductive),$13.03,ea.,,01/22/24,,,,$0.00,
GLA,CR,3715882,RV8H-2S-AD220,14mm 220VAC DPDT  Spring (1.5A @240VAC Inductive),$21.05,ea.,,01/23/24,,,,$0.00,
GLA,CR,2672510,D7PF2AT1,CH Relay DPDT 24VDC 5AMP/120V 8 BLADE 12AMP/277VAC,$9.57,ea.,,01/22/24,,,,$0.00,
GLA,CR,2672468,D7PF2AA,CH Relay DPDT 120VAC 15AMP/120V  8 BLADE 12AMP/277VAC,$9.57,ea.,,01/22/24,,,,$0.00,
GLA,CR,2780415,D7PAA,CH Relay SOCKET DPDT  DIN PANEL MOUNT 8 BLADE SCREW,$4.26,ea.,,01/22/24,,,,$0.00,
GLA,CR,3799334,D7PF3AT1,CH Relay 3PDT 24VDC 15AMP/120V 11 BLADE 12AMP/277VAC,$12.57,ea.,,05/21/25,,,,$0.00,
SHA,CR,,2903702,Phoenix Contact REL-PR3-24DC/3X21,$11.67,ea.,,07/29/25,,NON-STOCK,,$0.00,
GLA,CR,2263272,D7PR3A,CH Relay 3PDT 120VAC 15AMP/120V 11 BLADE 12AMP/277VAC (NO LED INDICATOR or Mechanical Lever),$10.24,ea.,,05/21/25,3,,,$0.00,
SHA,CR,,2903704,Phoenix Contact REL-PR3-120AC/3X21,$12.17,ea.,,07/29/25,,NON-STOCK,,$0.00,
